2,603,1
2,604,1
2,607,1
2,608,1
2,610,1
2,612,1
2,613,1
2,614,1
2,615,1
2,701,1
2,702,1
2,703,1
2,704,1
2,706,1
2,707,1
2,708,1
2,709,1
2,710,1
2,714,1
2,715,1
2,716,1
2,717,1
2,718,1
2,719,1
2,720,1
2,721,1
2,722,1
2,723,1
2,724,1
2,725,1
2,726,1
2,727,1
2,728,1
2,729,1
2,730,1
2,731,1
2,732,1
2,733,1
2,734,1
2,735,1
2,736,1
2,737,1
2,738,1
2,740,1
2,741,1
2,742,1
2,743,1
2,745,1
2,747,1
2,748,1
2,749,1
2,752,1
2,753,1
2,754,1
2,756,1
2,757,1
2,909,1
2,910,1
2,911,1
2,912,1
2,931,1
2,934,1
2,968,1
2,969,1
2,970,1
2,971,1
2,972,1
2,973,1
2,974,1
2,975,1
2,976,1
2,978,1
2,979,1
2,980,1
2,981,1
2,982,1
2,983,1
2,984,1
2,985,1
2,986,1
2,987,1
2,988,1
2,989,1
2,990,1
2,991,1
2,992,1
2,993,1
2,994,1
2,995,1
2,996,1
2,997,1
2,998,1
2,999,1
2,1000,1
2,1001,1
2,1002,1
2,1003,1
2,1004,1
2,1005,1
2,1006,1
2,1007,1
2,1008,1
2,1009,1
2,1010,1
2,1011,1
2,1102,1
2,1105,1
2,1108,1
2,1111,1
2,1114,1
2,1117,1
2,1120,1
2,1125,1
2,1127,1
2,1128,1
2,1129,1
2,1152,1
2,1155,1
2,1158,1
2,1162,1
2,1163,1
2,1164,1
2,1202,1
2,1205,1
2,1208,1
2,1211,1
2,1214,1
2,1217,1
2,1220,1
2,1226,1
2,1237,1
2,1239,1
2,1251,1
2,1253,1
2,1255,1
2,1261,1
2,1302,1
2,1306,1
2,1352,1
2,1355,1
2,1358,1
2,1361,1
2,1402,1
2,1405,1
2,1408,1
2,1410,1
2,1452,1
2,1455,1
2,1458,1
2,1461,1
2,1464,1
2,1502,1
2,1505,1
2,1508,1
2,1511,1
2,1514,1
2,1517,1
2,1520,1
2,1522,1
2,1550,1
2,1551,1
2,1558,1
2,1602,1
2,1605,1
2,1608,1
2,1611,1
2,1613,1
2,1702,1
2,1705,1
2,1711,1
2,1713,1
2,1714,1
2,1718,1
2,1719,1
2,1721,1
2,1750,1
2,1751,1
2,1752,1
2,1753,1
2,1754,1
2,1755,1
2,1756,1
2,1757,1
2,1758,1
2,1759,1
2,1760,1
2,1761,1
2,1762,1
2,1763,1
2,1764,1
2,1765,1
2,1767,1
2,1768,1
2,1769,1
2,1770,1
2,1802,1
2,1804,1
2,1806,1
2,1808,1
2,1810,1
2,1812,1
2,1902,1
2,1904,1
2,1906,1
2,1908,1
2,1910,1
2,1912,1
2,1951,1
2,1953,1
2,1955,1
2,1957,1
2,1959,1
2,1961,1
2,1962,1
2,2102,1
2,2104,1
2,2106,1
2,2108,1
2,2201,1
2,2202,1
2,2203,1
2,2204,1
2,2207,1
2,2209,1
2,2213,1
2,2215,1
2,2217,1
2,2221,1
2,2223,1
2,2225,1
2,2227,1
2,2229,1
2,2231,1
2,2233,1
2,2236,1
2,2242,1
2,2243,1
2,2244,1
2,2249,1
2,2250,1
2,2251,1
2,2252,1
2,2254,1
2,2256,1
2,2257,1
2,2258,1
2,2261,1
2,2262,1
2,2263,1
2,2264,1
2,2265,1
2,2266,1
2,2269,1
2,2270,1
2,2271,1
2,2272,1
2,2273,1
2,2275,1
2,2276,1
2,2277,1
2,2279,1
2,2284,1
2,2287,1
2,2289,1
2,2290,1
2,2291,1
2,2293,1
2,2294,1
2,2295,1
2,2296,1
2,2298,1
2,2299,1
2,2302,1
2,2304,1
2,2306,1
2,2308,1
2,2310,1
2,2311,1
2,2313,1
2,2315,1
2,2317,1
2,2318,1
2,2322,1
2,2324,1
2,2326,1
2,2329,1
2,2331,1
2,2333,1
2,2336,1
2,2337,1
2,2338,1
2,2339,1
2,2340,1
2,2341,1
2,2402,1
2,2404,1
2,2407,1
2,2408,1
2,2409,1
2,2411,1
2,2502,1
2,2504,1
2,2506,1
2,2507,1
2,2508,1
2,2601,1
2,2602,1
2,2603,1
2,2604,1
2,2605,1
2,2607,1
2,2608,1
2,2609,1
2,2610,1
2,2611,1
2,2612,1
2,2613,1
2,2617,1
2,2621,1
2,2622,1
2,2623,1
2,2624,1
2,2625,1
2,2626,1
2,5008,1
2,5009,1
2,5010,1
2,5014,1
2,5015,1
2,5020,1
2,5046,1
