4,756,5
4,757,2
4,984,2
4,985,1
4,714,1
4,999,1
4,1000,1
4,994,1
4,995,1
4,996,1
4,997,1
4,975,1
4,976,1
4,978,1
4,979,1
4,980,1
4,981,1
4,982,1
4,983,1
4,969,1
4,718,1
4,719,1
4,720,1
4,721,1
4,722,1
4,723,1
4,724,1
4,725,1
4,726,1
4,727,1
4,728,1
4,729,1
4,730,1
4,731,1
4,732,1
4,733,1
4,734,1
4,735,1
4,736,1
4,737,1
4,738,1
4,739,1
4,740,1
4,741,1
4,742,1
4,743,1
4,744,1
4,745,1
4,746,1
4,747,1
4,748,1
4,749,1
4,750,1
4,751,1
4,752,1
4,753,1
4,754,1
4,706,1
4,4005,1
4,7034,1
4,501,1
4,502,1
4,503,1
4,504,1
4,505,1
4,506,1
4,526,1
4,529,1
4,530,1
4,537,1
4,538,1
4,539,1
4,603,1
4,617,1
4,644,19
